company_name,product_owner,company_address,phone_number,fax,type,email,representative,landline_number,mst,product
CÔNG TY TNHH THIẾT BỊ Y KHOA ĐỖ THÂN,,"114 Cao Thắng, Phường 04, Quận 3, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,luuhuynhle1207@gmail.com,Nguyễn Thị Xuân Lan,0903901402,0300991947,Kìm sinh thiết nội soi 
CÔNG TY TNHH TRANG THIẾT BỊ - DỤNG CỤ Y KHOA TÂN MAI THÀNH,,"766/3 Sư Vạn Hạnh, Phường 12, Quận 10, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,info@tmt-medical.com.vn,Khổng Mai Anh,0913900598,0303234198,Hệ thống chẩn đoán và điều trị cơ sàn chậu
CÔNG TY TNHH SAMSUN VINA,,"112 Trần Quang Khải, Phường Tân Định, Quận 1, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,phan.ngocthuan@samsunvina.com,HAN CHEONG WOO,(028) 7306 1112,0313019739,Máy cắm implant phẫu thuật nha khoa và phụ kiện đi kèm
CÔNG TY CỔ PHẦN THƯƠNG MẠI INTEND PHARMA,,"227/52 Trường Chinh, Phường Tân Thới Nhất, Quận 12, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,intendpharma2020@gmail.com,NGUYỄN QUỐC PHƯƠNG,0909096796,0315191365,Dung dịch nhỏ mắt
CÔNG TY TNHH SAMSUN VINA,,"112 Trần Quang Khải, Phường Tân Định, Quận 1, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,phan.ngocthuan@samsunvina.com,HAN CHEONG WOO,(028) 7306 1112,0313019739,Bộ dụng cụ dùng trong phẫu thuật implant
CÔNG TY CỔ PHẦN THƯƠNG MẠI CÔNG NGHỆ PHƯƠNG QUANG,,"1020 Quang Trung, Phường 8, Quận Gò Vấp, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,pqmedtech@gmail.com,BÙI XUÂN TIỆP,0983983225,0310688308,Kim luồn tĩnh mạch
CÔNG TY CỔ PHẦN THƯƠNG MẠI CÔNG NGHỆ PHƯƠNG QUANG,,"1020 Quang Trung, Phường 8, Quận Gò Vấp, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,pqmedtech@gmail.com,BÙI XUÂN TIỆP,0983983225,0310688308,Bộ dây truyền máu
CÔNG TY TNHH TRANG THIẾT BỊ NHA KHOA,,"199 Nguyễn Thị Minh Khai, Phường Nguyễn Cư Trinh, Quận 1, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,doe.gpnk@gmail.com,Thiều Thị Mỹ Châu,02839253703,0302130894,"Dụng cụ nạo xương, bóc tách xương dùng trong phẫu thuật nha khoa"
CÔNG TY TNHH TRANG THIẾT BỊ NHA KHOA,,"199 Nguyễn Thị Minh Khai, Phường Nguyễn Cư Trinh, Quận 1, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,doe.gpnk@gmail.com,Thiều Thị Mỹ Châu,02839253703,0302130894,Máy rửa dụng cụ bằng sóng siêu âm (khử trùng bằng sóng siêu âm)
CÔNG TY TNHH SẢN XUẤT - THƯƠNG MẠI - TRANG THIẾT BỊ Y TẾ PHAN ANH,,"Số T3 - T4 Đường Hồng Lĩnh, Cư Xá Bắc Hải, Phường 15, Quận 10, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,import.phananh@gmail.com,Phan Anh Tấn,0907775316,0313080469,Gel bôi trơn
CÔNG TY TNHH MỘT THÀNH VIÊN HUỆ CHI,,"Số nhà 17, Đường Einstein,, Phường Bình Thọ, Thành phố Thủ Đức, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,info@huechi.vn,Nguyễn Thị Huệ Chi,028.37228698,0307712254,Bộ dẫn truyền cảm ứng
CÔNG TY TNHH VASSEN KOREA CONTACT LENS,,"89 Đào Duy Từ, Phường 05, Quận 10, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,Congbovassen@gmail.com,Hoàng Thị Huệ,0359640276,0313239188,Nước mắt nhân tạo
CÔNG TY TNHH GEMS,,"44A ĐINH CÔNG TRÁNG, Phường Tân Định, Quận 1, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,gemsmed.vn@gmail.com,Nguyễn Thùy Mai,0917602848,0316541485,Chỉ khâu phẫu thuật Nylon kèm kim
"VĂN PHÒNG ĐẠI DIỆN ARTHREX SINGAPORE, PTE. LTD. TẠI THÀNH PHỐ HỒ CHÍ MINH",,"Phòng 025 (025B), tầng 4, Centec Business Center, số 72-74, đường Nguyễn Thị Minh Khai, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,jasmine.ang@arthrex.sg,Toh Han Pin,+65 6714 1600,790504801,Lưỡi bào xương ngược
CÔNG TY TNHH ĐẦU TƯ CÔNG NGHỆ Y TẾ VTECH,,"số 6 ngõ 188 đường Nguyễn Lân, Phường Phương Liệt, Quận Thanh Xuân, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,vidental.vn@gmail.com,Trịnh Quang Vũ,0989509292,0108458525,Mũi khoan nha khoa
"VĂN PHÒNG ĐẠI DIỆN ARTHREX SINGAPORE, PTE. LTD. TẠI THÀNH PHỐ HỒ CHÍ MINH",,"Phòng 025 (025B), tầng 4, Centec Business Center, số 72-74, đường Nguyễn Thị Minh Khai, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,jasmine.ang@arthrex.sg,Toh Han Pin,+65 6714 1600,790504801,"Dụng cụ ghép mô, sụn"
CÔNG TY TNHH ĐẦU TƯ CÔNG NGHỆ Y TẾ VTECH,,"số 6 ngõ 188 đường Nguyễn Lân, Phường Phương Liệt, Quận Thanh Xuân, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,vidental.vn@gmail.com,Trịnh Quang Vũ,0989509292,0108458525,Xi măng nha khoa
CÔNG TY TNHH ĐẦU TƯ CÔNG NGHỆ Y TẾ VTECH,,"số 6 ngõ 188 đường Nguyễn Lân, Phường Phương Liệt, Quận Thanh Xuân, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,vidental.vn@gmail.com,Trịnh Quang Vũ,0989509292,0108458525,DỤNG CỤ CHỈNH NHA
CÔNG TY TNHH IDS MEDICAL SYSTEMS VIỆT NAM,,"Tòa nhà Lottery Tower, Tầng 12A, Lầu 12A-01, 77 Trần Nhân Tôn, Phường 09, Quận 5, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,vumai@idsmed.com,Nguyễn Văn Hiệp,0908211399,0313130367,Đầu dò siêu âm lòng mạch ngoại biên kỹ thuật số
CÔNG TY TNHH JOHNSON & JOHNSON (VIỆT NAM),,"Tầng 12, Toà nhà Vietcombank, Số 5 Công Trường Mê Linh, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,ra-jnjvnhc-jjvnramdd@its.jnj.com,LÊ CHI THÚY DUNG,02839148100,0310671135,Hệ thống dụng cụ phẫu thuật sử dụng cho phẫu thuật chỉnh hình khớp gối
VĂN PHÒNG ĐẠI DIỆN BECTON DICKINSON ASIA LIMITED TẠI THÀNH PHỐ HỒ CHÍ MINH,,"Phòng 1106-07, tầng 11, Tòa nhà Mê Linh Point, số 2, đường Ngô Đức Kế, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,cham.nguyen@bd.com,RAYMOND CHOW LIANG WUI,38227409,0304632554,Thuốc thử xét nghiệm tính nhạy cảm của vi khuẩn Enterobacterales và vi khuẩn không lên men với thuốc kháng sinh colistin
CÔNG TY TNHH THƯƠNG MẠI ĐOÀN GIA SÀI GÒN,,"466/6 Lê Văn Sỹ, Phường 14, Quận 3, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,minhquang265@gmail.com,VŨ THỊ THƠM,0916291113,0315765965,Cụm IVD xét nghiệm phát hiện định tính Viêm gan B
CÔNG TY TNHH KHANG LỘC THÀNH,,"S1.A1.19.06, Khu A1-Tầng 19, Chung Cư Sunshine City Sài Gòn, Số 23 Đường Phú Thuận, Phường Tân Phú, Quận 7, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,khanglocthanh268@gmail.com,Đỗ Thị Khánh Ly,0964186515,0311994040,"Kim luồn tĩnh mạch có cổng tiêm, nắp chụp, cánh đục lỗ"
CÔNG TY TNHH KHANG LỘC THÀNH,,"S1.A1.19.06, Khu A1-Tầng 19, Chung Cư Sunshine City Sài Gòn, Số 23 Đường Phú Thuận, Phường Tân Phú, Quận 7, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,khanglocthanh268@gmail.com,Đỗ Thị Khánh Ly,0964186515,0311994040,"Kim luồn tĩnh mạch không cánh, không cổng tiêm"
CÔNG TY TNHH KHANG LỘC THÀNH,,"S1.A1.19.06, Khu A1-Tầng 19, Chung Cư Sunshine City Sài Gòn, Số 23 Đường Phú Thuận, Phường Tân Phú, Quận 7, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,khanglocthanh268@gmail.com,Đỗ Thị Khánh Ly,0964186515,0311994040,"Kim luồn tĩnh mạch có cánh, cổng tiêm "
CÔNG TY TNHH KHANG LỘC THÀNH,,"S1.A1.19.06, Khu A1-Tầng 19, Chung Cư Sunshine City Sài Gòn, Số 23 Đường Phú Thuận, Phường Tân Phú, Quận 7, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,khanglocthanh268@gmail.com,Đỗ Thị Khánh Ly,0964186515,0311994040,"Kim luồn tĩnh mạch có cánh, không có cổng tiêm"
CÔNG TY TNHH MỘT THÀNH VIÊN TM VÀ DV NỤ CƯỜI VIỆT,,"201/73 nguyễn xí, Phường 26, Quận Bình Thạnh, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,vietsmileco@yahoo.com.vn,NGUYỄN HỒ KHÔNG ĐỊNH,0909630357,0305506961,VẬT LIỆU TRÁM RĂNG
CÔNG TY TNHH THƯƠNG MẠI DƯỢC PHẨM HOÀNG TRÂN,,"106-108 Đường 100 Bình Thới, Phường 14, Quận 11, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,hoangtranpharma@gmail.com,TRẦN VĂN ĐƯỢC,02854069317,0306041701,Viên đặt âm đạo
CÔNG TY TNHH THƯƠNG MẠI DƯỢC PHẨM HOÀNG TRÂN,,"106-108 Đường 100 Bình Thới, Phường 14, Quận 11, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,hoangtranpharma@gmail.com,TRẦN VĂN ĐƯỢC,02854069317,0306041701,Viên đặt âm đạo
CÔNG TY TNHH THƯƠNG MẠI DƯỢC PHẨM HOÀNG TRÂN,,"106-108 Đường 100 Bình Thới, Phường 14, Quận 11, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,hoangtranpharma@gmail.com,TRẦN VĂN ĐƯỢC,02854069317,0306041701,Viên đặt âm đạo
CÔNG TY TNHH THƯƠNG MẠI DƯỢC PHẨM HOÀNG TRÂN,,"106-108 Đường 100 Bình Thới, Phường 14, Quận 11, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,hoangtranpharma@gmail.com,TRẦN VĂN ĐƯỢC,02854069317,0306041701,Viên đặt âm đạo
CÔNG TY TNHH THƯƠNG MẠI DƯỢC PHẨM HOÀNG TRÂN,,"106-108 Đường 100 Bình Thới, Phường 14, Quận 11, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,hoangtranpharma@gmail.com,TRẦN VĂN ĐƯỢC,02854069317,0306041701,Viên đặt âm đạo
CÔNG TY TNHH THƯƠNG MẠI DƯỢC PHẨM HOÀNG TRÂN,,"106-108 Đường 100 Bình Thới, Phường 14, Quận 11, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,hoangtranpharma@gmail.com,TRẦN VĂN ĐƯỢC,02854069317,0306041701,Viên đặt âm đạo
CÔNG TY TNHH THIẾT BỊ Y TẾ NGHĨA TÍN,,"198 Trần Quang Khải, Phường Tân Định, Quận 1, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,info@nghiatin.vn,Lê Hữu Tài,0903927799,0301920561,Que thử nước tiểu
CÔNG TY TNHH XÚC TIẾN THƯƠNG MẠI DƯỢC PHẨM VÀ ĐẦU TƯ TV,,"Số 72 Bình Giã, Phường 13, Quận Tân Bình, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,trang.tth@orioled.com.sg,LÊ THỊ MAI SƯƠNG,0972934035,0313337805,Gel trị mụn
CÔNG TY TNHH THIẾT BỊ Y TẾ NGHĨA TÍN,,"198 Trần Quang Khải, Phường Tân Định, Quận 1, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,info@nghiatin.vn,Lê Hữu Tài,0903927799,0301920561,Máy xét nghiệm nước tiểu
CÔNG TY TNHH KHANH HUNG ITC,,"163/47 Thành Thái, Phường 14, Quận 10, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,khanhhungitcgroup@gmail.com,Lê Hữu Tri,0907008488,0317750918,Máy  phân tích nước tiểu
CÔNG TY TNHH ĐẦU TƯ GIẢI PHÁP CÔNG NGHỆ,,"A44 Nguyễn Trãi, Phường Nguyễn Cư Trinh, Quận 1, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,anhtq@intesco.com.vn,ĐỖ QUANG TUYẾN,02839204735,0302854791,Ðĩa dùng để thao tác mẫu  
CÔNG TY CỔ PHẦN CÔNG NGHỆ HÓA SINH ÂU VIỆT,,"Số 19, Đường số 18, Khu phố 5, Phường Hiệp Bình Chánh, Thành phố Thủ Đức, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,av-sales@av-biotech.vn,Dương Thanh Nhã,0913905933,0303891771,Máy xét nghiệm huyết học tự động
CÔNG TY TNHH KỸ THUẬT Y TẾ HẢI DƯƠNG,,"153/4B Linh Đông, Phường Linh Đông, Tp Thủ Đức, Tp Hồ Chí Minh, Phường Linh Đông, Thành phố Thủ Đức, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,info@haiduongmed.vn,Nguyễn Xuân Thục,0909421368,0312991042,Vật tư y tế sử dụng trong các phẫu thuật dùng một lần
CÔNG TY TNHH KỸ THUẬT Y TẾ HẢI DƯƠNG,,"153/4B Linh Đông, Phường Linh Đông, Tp Thủ Đức, Tp Hồ Chí Minh, Phường Linh Đông, Thành phố Thủ Đức, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,info@haiduongmed.vn,Nguyễn Xuân Thục,0909421368,0312991042,Vật tư y tế sử dụng một lần các loại
CÔNG TY TNHH THIẾT BỊ KHOA HỌC KỸ THUẬT QUANG PHÁT,,"31/63/14 Đường số 3, Khu phố 14, Phường Bình Hưng Hoà A, Quận Bình Tân, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,quangphatmedic@gmail.com,MAI TIẾN BẰNG,0975916805,0312862086,Cụm IVD Các bệnh tự miễn dịch
CÔNG TY TNHH THIẾT BỊ KHOA HỌC KỸ THUẬT QUANG PHÁT,,"31/63/14 Đường số 3, Khu phố 14, Phường Bình Hưng Hoà A, Quận Bình Tân, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,quangphatmedic@gmail.com,MAI TIẾN BẰNG,0975916805,0312862086,"Cụm IVD Enzymes: ACE, ACID PHOSPHATASE, ADA, α-HBDH, ALT, ALP, AMYLASE, AST, CHOLINESTERASE, CKNAC, G6PDH, GAMMA GT, LDH, LIPASE"
CÔNG TY TNHH TM&DV DTH GROUP,,"Số 480A đường Trần Phú, Phường Thành Nhất, Buôn Ma Thuột, Tỉnh Đắk Lắk",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,congtytnhhdthgroup2023@gmail.com,ĐỖ THỊ HỒNG VÂN,0987531612,6001757509,DUNG DỊCH LÀM ĐẸP DA GOURI
CÔNG TY TNHH VẬT TƯ Y TẾ 2A,,"123/13/26 Đường TX22, Phường Thạnh Xuân, Quận 12, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,vtyt2a@gmail.com,Huỳnh Thị Quỳnh Như,0914711750,0314994190,Lưỡi cắt đốt đơn cực bằng sóng radio
CÔNG TY TNHH PHÁT TRIỂN THƯƠNG MẠI HỢP LỰC,,"Số 91 Nguyễn Tường Loan, Phường Nghĩa Xá, Quận Lê Chân, Thành phố Hải Phòng",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,hoaidang@hoplucmed.com.vn,Phan Chí Hiếu,0919581839,0201320560,Hóa chất xét nghiệm
CÔNG TY TNHH DƯỢC PHẨM & THIẾT BỊ Y TẾ TIPHACO,,"Thôn Thanh Xuân, Thị trấn Gia Khánh, Huyện Bình Xuyên, Tỉnh Vĩnh Phúc",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,duocphamnnc@gmail.com,Đoàn Duy Khương,0966823818,2500652889,Viên đặt âm đạo
CÔNG TY TNHH VIỆT NAM CREATE MEDIC,,"Lô 303, đường 7A, KCN Amata, Phường Long Bình, Biên Hòa, Tỉnh Đồng Nai",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,v-tinh@vietnamcreate.vn,SASAKI NORIHITO,02518877055,3602328918,Bộ ống thông Silicone nuôi ăn đường mũi-dạ dày-hỗng tràng/3 Way Naso G-J Tube (W/Hydrophilic Guidewire )
CÔNG TY TNHH VIỆT NAM CREATE MEDIC,,"Lô 303, đường 7A, KCN Amata, Phường Long Bình, Biên Hòa, Tỉnh Đồng Nai",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,v-tinh@vietnamcreate.vn,SASAKI NORIHITO,02518877055,3602328918,Ống thông Silicone nuôi ăn đường mũi-dạ dày-hỗng tràng /3 Way Naso G-J Tube
CÔNG TY TNHH THIẾT BỊ Y TẾ MEDENT,,"37 Bàu Cát 3, P.14, Q. Tân Bình, Tp.HCM, Phường 14, Quận Tân Bình, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,import@medent.vn,Huỳnh Thanh Đạm,0913701220,0312439106,Vecni dùng làm răng giả nha khoa
CÔNG TY TNHH ĐỨC TUẤN,,"84/180 Phan Văn Trị , phường 2, quận 5 - Tp.HCM, Phường 02, Quận 5, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,hm_tuan@ductuanmed.com,Huỳnh Minh Tuấn,0903751325,0305090897,Dụng cụ phẫu thuật trĩ bằng phương pháp Longo
CÔNG TY TNHH THIẾT BỊ Y TẾ MEDENT,,"37 Bàu Cát 3, P.14, Q. Tân Bình, Tp.HCM, Phường 14, Quận Tân Bình, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,import@medent.vn,Huỳnh Thanh Đạm,0913701220,0312439106, Sứ răng giả
CÔNG TY TNHH THIẾT BỊ Y TẾ MEDENT,,"37 Bàu Cát 3, P.14, Q. Tân Bình, Tp.HCM, Phường 14, Quận Tân Bình, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,import@medent.vn,Huỳnh Thanh Đạm,0913701220,0312439106,Máy phẫu thuật cấy ghép chân răng nhân tạo
CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ DỊCH VỤ IPS,,"Số 76 Đường số 2, Khu Dân Cư Him Lam, Phường Tân Hưng, Quận 7, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,anhthu@ipsvn.com.vn,Lê Thị Hà,02862515081,0311930350,Dụng cụ cắt bao quy đầu bằng công nghệ Stapler CC
CÔNG TY TNHH HỆ THỐNG CHẨN ĐOÁN XUÂN HOÀI,,"số 39/2P ấp Hậu Lân,, Xã Bà Điểm, Huyện Hóc Môn, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,info@xuanhoai.com.vn,Võ Xuân Hiền,0888801717,0303713151,Máy xét nghiệm sinh hóa tự động
CÔNG TY TNHH HỆ THỐNG CHẨN ĐOÁN XUÂN HOÀI,,"số 39/2P ấp Hậu Lân,, Xã Bà Điểm, Huyện Hóc Môn, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,info@xuanhoai.com.vn,Võ Xuân Hiền,0888801717,0303713151,Cụm thuốc thử xét nghiệm định lượng CK-MB
CÔNG TY TNHH THƯƠNG MẠI VÀ XUẤT NHẬP KHẨU BNC,,"652/55/5 Cộng Hòa, Phường 13, Quận Tân Bình, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,bncketoan2201@gmail.com,Nguyễn Thị Kim Loan,0338433554,0315493341,Mặt nạ Oxy có túi/không túi
