address,link_face,link_twitter,listed_in,name,phone,url,web
"2230 South Division Street  Guthrie, Oklahoma 73044",https://facebook.com/SerenityNow.Guthrie,,OKLAHOMA,Serenity Now Spa – Guthrie, (405) 471-2331,https://www.spaindex.com/listings/serenity-now-spa-guthrie/,https://www.serenitynowinc.com/
"8358 Sunset Boulevard West Hollywood, CA 90069",https://facebook.com/sunsettowerhotel,https://twitter.com/Sunset_Tower,"CALIFORNIA, Southern California, Joanna Vargas from NYC",Sunset Tower Hotel – West Hollywood,323-654-7100,https://www.spaindex.com/listings/sunset-tower-hotel-west-hollywood/,https://spaindex.link/SunsetTowerHotel
"1556 Duck Road, Duck, NC 27949, USA",https://facebook.com/thesanderling,https://twitter.com/TheSanderling,NORTH CAROLINA,Sanderling Resort & Spa – Outer Banks,855-412-7866,https://www.spaindex.com/listings/sanderling-resort-spa-outer-banks/,https://www.sanderling-resort.com/
"2771 Memorial Highway, Lake Lure, NC 28746, USA",https://facebook.com/1927lakelureinn,https://twitter.com/1927LakeLureInn,NORTH CAROLINA,1927 Lake Lure Inn and Spa,888-434-4970,https://www.spaindex.com/listings/1927-lake-lure-inn/,https://spaindex.link/LakeLureNC
"7901 Highway 1, Little River, CA 95456, USA",https://facebook.com/LittleRiverInn,https://twitter.com/LittleRiverInn,"CALIFORNIA, Northern California",Little River Inn – Mendocino,,https://www.spaindex.com/listings/little-river-inn-mendocino/,www.littleriverinn.com
"1636 Cypress Street Walnut Creek, California 94596",https://facebook.com/woodhousedayspawc,,"CALIFORNIA, Northern California",Woodhouse Day Spa – Walnut Creek,(925) 448-2222,https://www.spaindex.com/listings/woodhouse-day-spa-walnut-creek/,https://walnutcreek.woodhousespas.com/
"201 Waterfront Street, Fort Washington, MD 20744, USA",https://facebook.com/GaylordNationalResort,https://twitter.com/GaylordNational,"MARYLAND, WASHINGTON, DC",Gaylord National Hotel Spa and Convention Center – Fort Washington,,https://www.spaindex.com/listings/gaylord-national-hotel-spa-md/,www.gaylordnational.com/
"2605 Vichy Springs Road, Ukiah, CA 95482, USA",https://facebook.com/Vichy-Springs-Resort-89233584801,,"CALIFORNIA, Northern California",Vichy Springs Resort – Ukiah,,https://www.spaindex.com/listings/vichy-hot-springs-inn-ukiah/,www.vichysprings.com/
"200 Cornerstone Drive, Cary, NC 27519",https://facebook.com/sparetreatcary,,NORTH CAROLINA,Spa Retreat – Cary,919-439-4777,https://www.spaindex.com/listings/spa-retreat-cary/,https://sparetreatcary.com/
"1133 Broadway  Suite 415  New York, NY 10010",https://facebook.com/prettypleaseny,,"NEW YORK, New York City",Pretty Please Skincare Studio – NYC,646-363-6292,https://www.spaindex.com/listings/pretty-please-skincare-studio-nyc/,https://spaindex.link/PrettyPleaseNYC
9595 Six Pines Dr The Woodlands Texas 77380,https://facebook.com/woodhousethewoodlands,,TEXAS,Woodhouse Day Spa – Woodlands,832-920-5371,https://www.spaindex.com/listings/woodhouse-day-spa-woodlands/,thewoodlands.woodhousespas.com/
4400 Midland Dr Midland Texas 79707,https://facebook.com/WoodhouseMidland,,TEXAS,Woodhouse Day Spa – Midland,432-268-0210,https://www.spaindex.com/listings/woodhouse-day-spa-midland/,midland.woodhousespas.com/
"30200 Detroit Road, Westlake, OH 44145, USA",https://facebook.com/Destinydermaspa,https://twitter.com/DestinyDermaSpa,OHIO,Destiny Derma Spa – Westlake,440-617-9610,https://www.spaindex.com/listings/destiny-derma-spa-westlake/,https://www.destinydermaspa.com/
"10420 Louetta Rd, Houston, TX 77070",https://facebook.com/woodhousedayspavintage,,TEXAS,Woodhouse Day Spa – Vintage – Houston,(281) 407-2802,https://www.spaindex.com/listings/woodhouse-day-spa-houston/,vintage.woodhousespas.com/
"2375 Ala Wai Boulevard, Waikiki, Honolulu, HI 96815",,,"HAWAII, Oahu",Waikiki Sand Villa Hotel – Honolulu,(808) 922-4744,https://www.spaindex.com/listings/waikiki-sand-villa-hotel/,https://www.waikikisandvillahotel.com/
"1300 East Whitestone Boulevard, Cedar Park, Texas 78613",,,TEXAS,Woodhouse Day Spa – Cedar Park,(512) 217-7662,https://www.spaindex.com/listings/woodhouse-day-spa-cedar-park/,https://cedarpark.woodhousespas.com/
"8889 Gateway Blvd W, Suite 1640, El Paso, Texas 79925",https://facebook.com/HighlandVillageSpa,,TEXAS,Woodhouse Day Spa – Highland Village,817-438-1772,https://www.spaindex.com/listings/woodhouse-day-spa-highland-village/,highlandvillage.woodhousespas.com/
"2303 13th Street, Meridian, MS 39301, USA",https://facebook.com/pamperedbodies,,MISSISSIPPI,Pampered Bodies Day Spa & Salon – Meridian,601-482-4463,https://www.spaindex.com/listings/pampered-bodies-day-spa-salon-meridian/,www.pamperedbodies.com
"1139 North 27th Street, Billings, MT 59101, USA",https://facebook.com/relaxbecalm,,MONTANA,Willow Creek Day Spa – Billings,406-256-9772,https://www.spaindex.com/listings/willow-creek-day-spa-billings/,www.willowcreekdayspa.com/
"2603 Glenwood Avenue, Raleigh, NC 27608, USA",https://facebook.com/feelsynergy,https://twitter.com/synergyspa,NORTH CAROLINA,Synergy Face + Body Spa – Beltline,919-510-5130,https://www.spaindex.com/listings/synergy-spa/,https://feelsynergy.com/ 
"765 Highland Oaks Drive #150, Winston-Salem, NC 27103, USA",https://facebook.com/TheSpaatHighlandOaks,https://twitter.com/HighlandOaksSpa,NORTH CAROLINA,The Spa at Highland Oaks – Winston Salem,336-774-8520,https://www.spaindex.com/listings/the-spa-at-highland-oaks-winston-salem/,https://highlandoaksspa.com/
"301 N. Shackleford Road, Little Rock, AR 72211",https://facebook.com/AvaBellaDaySpa,,ARKANSAS,Ava Bella Day Spa – Little Rock,(501) 954-8888 ,https://www.spaindex.com/listings/ava-bella-day-spa/,www.avabelladayspa.com/
"101 Depot Street, La Grande, OR 97850",https://facebook.com/grmedspa,,OREGON,Grande Ronde Med Spa – La Grande, 541-963-3772,https://www.spaindex.com/listings/grande-ronde-med-spa/,granderondemedspa.com/
"1760 S. Atherton Street, State College, PA 16801",https://facebook.com/simplyhealth.calm,,PENNSYLVANIA,Simply Health Salt Spa – State College,814-954-7731,https://www.spaindex.com/listings/simply-health-salt-spa/,www.simplyhealth-calm.com
"2629 Courthouse Circle, Flowood, MS 39232",https://facebook.com/theskindistrict,,MISSISSIPPI,Skin District Medical Spa – Flowood,(601) 939-5737,https://www.spaindex.com/listings/skin-district-medical-spa/,www.theskindistrict.com
"10 Westedge Suite 150 Charleston, South Carolina 29403",,,SOUTH CAROLINA,Woodhouse Day Spa – Charleston,(843) 203-1772,https://www.spaindex.com/listings/woodhouse-day-spa-charleston/,https://westedge.woodhousespas.com/
"725 Johnnie Dodds Blvd. Mt. Pleasant, South Carolina 29464",,,SOUTH CAROLINA,Woodhouse Day Spa – Mt Pleasant,(843) 203-1772,https://www.spaindex.com/listings/woodhouse-day-spa-mt-pleasant/,https://charleston.woodhousespas.com/
"222 River Road, Manchester, NH 03104",https://facebook.com/fleureshnh,https://twitter.com/fleureshnh,NEW HAMPSHIRE,Fleuresh Restorative Spa – Manchester,603-232-3233,https://www.spaindex.com/listings/fleuresh-manchester/,https://www.fleuresh.com/
"7570 Royal Street East, Park City, UT 84060",https://facebook.com/GoldenerHirschResidences,,UTAH,Goldener Hirsch Inn – Deer Valley,800-252-3373,https://www.spaindex.com/listings/goldener-hirsch-inn-deer-valley/,www.goldenerhirschinn.com/
"202 Talmer Grizzle Road, Cohutta National Forest, Dahlonega, GA 30533, USA",https://facebook.com/Mtn-Laurel-Creek-Inn-Spa-87307926394,,GEORGIA,Mountain Laurel Creek Inn and Spa – Dahlonega,706-867-8134,https://www.spaindex.com/listings/mountain-laurel-creek-inn-and-spa/,https://www.mountainlaurelcreek.com/
"2151 Wilma Rudolph Blvd. Clarksville, Tennessee 37040",https://facebook.com/bellamedspa,https://twitter.com/Bellamedicalspa,TENNESSEE,Bella Med Spa – Clarksville,931-245-0500,https://www.spaindex.com/listings/bella-med-spa-clarksville/,https://bellamedspa.com/
"7150 Avalon Boulevard Alpharetta, Georgia 30009",https://facebook.com/WoodhouseAvalon,,GEORGIA,Woodhouse Day Spa – Alpharetta,(770) 241-2733,https://www.spaindex.com/listings/woodhouse-day-spa-alpharetta/,avalon.woodhousespas.com/
"75 1st Street South, Saint Petersburg, Florida 33701",https://facebook.com/WoodhouseSpaStPete,,FLORIDA,Woodhouse Day Spa – St Pete,(727) 228-1646,https://www.spaindex.com/listings/woodhouse-day-spa-st-pete/,stpete.woodhousespas.com
"2638 West Chicago Avenue, Chicago, IL 60622",https://facebook.com/oxygenspastudio,https://twitter.com/OxygenSpaStudio,ILLINOIS,Oxygen Spa Studio – Chicago,312-846-1047,https://www.spaindex.com/listings/oxygen-spa-studio-chicago/,https://www.oxygenspastudio.com/
"2059 9th Street North, Naples, Florida 341021",https://facebook.com/WoodhouseSpaNaples,https://twitter.com/WoodhouseNaples,FLORIDA,Woodhouse Day Spa – Naples,(239) 403-7727,https://www.spaindex.com/listings/woodhouse-day-spa-naples/,naples.woodhousespas.com
"2060 North Humboldt Avenue, Milwaukee, WI 53212, USA",https://facebook.com/invivowellness,,WISCONSIN,INVIVO Fitness | Spa | Wellness – Milwaukee,(414) 265-5606,https://www.spaindex.com/listings/invivo-fitness-spa-wellness-milwaukee/,www.invivowellness.com
"6955 South York Street, Suite 400, Centennial, Colorado 80122",https://facebook.com/WoodhouseSouthGlenn,,COLORADO,Woodhouse Day Spa – Centennial,(303) 955-0911,https://www.spaindex.com/listings/woodhouse-day-spa-centennial/,https://southglenn.woodhousespas.com/
"8060 Via Dellagio Way, Orlando, FL 32819, USA",https://facebook.com/woodhouseorlando,https://twitter.com/WoodhouseSpaFL,FLORIDA,Woodhouse Day Spa – Orlando,407-965-3131,https://www.spaindex.com/listings/woodhouse-day-spa-orlando/,orlando.woodhousespas.com
"81123 Gallatin Road, Bozeman, MT 59718, USA",https://facebook.com/BozemanHotSprings,,MONTANA,Bozeman Hot Springs,406-522-9563,https://www.spaindex.com/listings/spa-at-bozeman-hot-springs/,www.bozemanhotsprings.co/
"161 Lexington Green Circle Lexington, Kentucky 40503",https://facebook.com/woodhouselexington,,KENTUCKY,Woodhouse Day Spa – Lexington,(859) 800-5397,https://www.spaindex.com/listings/woodhouse-day-spa-lexington/,lexington.woodhousespas.com
"402 E Harvey Milk Blvd, Salt Lake City, UT 84111 ",https://facebook.com/basaltdayspa,,UTAH,Basalt Day Spa – Salt Lake City,801-532-2991,https://www.spaindex.com/listings/basalt-day-spa-salt-lake-city/,www.basaltdayspa.com
"1621 River Run, Suite 161, Fort Worth, Texas 76107",https://facebook.com/woodhousespafortworth,,TEXAS,Woodhouse Day Spa – Fort Worth,(817) 338-1772,https://www.spaindex.com/listings/woodhouse-day-spa-fort-worth/,fortworth.woodhousespas.com/
"40 Bowery Beach Road, Cape Elizabeth, ME 04107, USA",https://facebook.com/innbytheseamaine,https://twitter.com/InnbytheSea,MAINE,Inn by the Sea Maine – Cape Elizabeth,207-799-3134 ,https://www.spaindex.com/listings/inn-by-the-sea-maine/,innbythesea.com/
"904 E 2100 S Salt Lake City, UT 84106",https://facebook.com/gotbeautydotcom,,UTAH,Got Beauty Spa Salon – Salt Lake City,801-474-2090,https://www.spaindex.com/listings/got-beauty-spa-salon-slc/,https://spaindex.link/GotBeautySLC
"2802 Oak View Drive, Omaha, NE 68144, USA",https://facebook.com/drjoelschlessinger,https://twitter.com/drschlessinger,NEBRASKA,LovelySkin Spa – Omaha,402-334-1226 ,https://www.spaindex.com/listings/lovely-skin-day-spa-omaha/,https://www.lovelyskin.com/day-spa-omaha
"7501 S. 27th Street, Lincoln, NE 68512",https://facebook.com/bryanlifepointe,,NEBRASKA,Spa at Bryan LifePointe – Lincoln,402-481-6321,https://www.spaindex.com/listings/spa-at-bryan-lifepointe-lincoln/,bryanlifepointe.com/
"65 Willard Street, Quincy, MA 02169, USA",https://facebook.com/ChristinesDaySpaElectrology,https://twitter.com/QuincySpa,MASSACHUSETTS,Christine’s Electrology & Day Spa – Quincy, 617-786-1620,https://www.spaindex.com/listings/christines-electrology-day-spa-quincy/,www.quincyspa.com/?SpaIndex.com
"11125 Arcade Drive, Shackleford Plaza Shopping Center, Little Rock, AR 72212, USA",https://facebook.com/RejuvenationClinicDaySpaLR,https://twitter.com/RejuvenationLR,ARKANSAS,Rejuvenation Clinic Day Spa – Little Rock,501-228-0666,https://www.spaindex.com/listings/rejuvenation-clinic-day-spa/,www.rejuvenationclinicdayspa.com
"1210 Smith Street, Charleston, West Virginia 25301",https://facebook.com/spablisswv,,WEST VIRGINIA,Spa Bliss Salon – Charleston,304-720-1005,https://www.spaindex.com/listings/spa-bliss-salon-charleston/,spablissonline.com
"855 El Camino Real, Palo Alto, CA 94301",https://facebook.com/LaBelledayspasandSalons,https://twitter.com/LaBelleDayspas,"CALIFORNIA, Northern California",La Belle Day Spa – Town & Country,650-327-6964,https://www.spaindex.com/listings/la-belle-day-spa-town-country/,https://www.labelledayspas.com/
"100 South Santa Cruz Avenue, Los Gatos, CA 95030, USA",,,"CALIFORNIA, Northern California",Spa Los Gatos,408-354-5901,https://www.spaindex.com/listings/the-spa-los-gatos/,https://www.thespaoflosgatos.com/
"165 Channing Avenue, Palo Alto, CA 94301, USA",https://facebook.com/watercoursewayspa,https://twitter.com/watercoursespa,"CALIFORNIA, Northern California",Watercourse Way – Palo Alto,650-462-2000 ,https://www.spaindex.com/listings/watercourse-way-palo-alto/,https://watercourseway.com/
"36 Stanford Shopping Center, Palo Alto, CA 94304, USA",https://facebook.com/LaBelledayspasandSalons,https://twitter.com/LaBelleDayspas,"CALIFORNIA, Northern California",La Belle Day Spa – Stanford,650-326-8522,https://www.spaindex.com/listings/la-belle-day-spa-stanford/,https://www.labelledayspas.com/
"12100 U.S. 49, Gulfport, MS 39503, USA",https://facebook.com/hgtmississippi,,MISSISSIPPI,Healing Garden Therapies – Gulfport,228-832-7666,https://www.spaindex.com/listings/healing-garden-therapies-gulfport/,www.hgtms.com
"9050 Carothers Parkway #108, Franklin, TN 37067, USA",https://facebook.com/ampfranklin,https://twitter.com/ampfranklin,TENNESSEE,A Moment’s Peace Day Spa – Franklin,615-224-0770 ,https://www.spaindex.com/listings/a-moments-peace-day-spa-franklin/,https://amomentspeace.com/
"2 Paseo Drive North Bethesda, Maryland 20852",https://facebook.com/WoodhouseDaySpa.NBethesda,,MARYLAND,Woodhouse Day Spa – North Bethesda,(240) 317-3114,https://www.spaindex.com/listings/woodhouse-day-spa-bethesda/,https://northbethesda.woodhousespas.com/
"1055 River Oaks Drive, Flowood, MS 39232",https://facebook.com/RunnelsandNorthPlasticSurgery/,https://twitter.com/runnelsandnorth,MISSISSIPPI,Skin The Spa at Runnels – Flowood,601-348-7984,https://www.spaindex.com/listings/skin-spa-runnels/,https://www.runnelscenter.com/skin-the-spa
"10222 The Grove Blvd #1, Baton Rouge, Louisiana 70836",https://facebook.com/WoodhouseBatonRouge,https://twitter.com/WoodhouseSpaBR,LOUISIANA,Woodhouse Day Spa – Baton Rouge,225-330-4595,https://www.spaindex.com/listings/woodhouse-day-spa-baton-rouge/,https://batonrouge.woodhousespas.com/
"5004 West Esplanade Avenue Metairie, Louisiana 70006",https://facebook.com/woodhousemetairie,,LOUISIANA,Woodhouse Day Spa – Metairie,(504) 584-4004,https://www.spaindex.com/listings/woodhouse-day-spa-metairie/,https://metairie.woodhousespas.com/
"217 Ellington Blvd. Gaithersburg, Maryland 20878",https://facebook.com/GaithersburgWoodhouse,,MARYLAND,Woodhouse Day Spa – Gaithersburg,(240) 382-3637,https://www.spaindex.com/listings/woodhouse-day-spa-gaithersburg/,https://gaithersburg.woodhousespas.com/
"38 Newbury Street, Boston, MA 02116, USA",https://facebook.com/bellasante,https://twitter.com/BellaSante,MASSACHUSETTS,Bella Sante Day Spa – Boston,617-424-9930,https://www.spaindex.com/listings/bella-sante-day-spa-boston/,https://bellasante.com/
"4331 Kauai Beach Drive, Lihue, Kauai, HI 96766 ",https://facebook.com/kauaibeachresort,https://twitter.com/KauaiBeachHotel,"HAWAII, Kauai",Aqua Kauai Beach Resort, 808-954-7419,https://www.spaindex.com/listings/aqua-kauai-beach-resort/,https://spaindex.link/AquaKauai
"6 Bedford Street, Lexington, MA 02420, USA",https://facebook.com/bellasante,https://twitter.com/BellaSante,MASSACHUSETTS,Bella Sante Day Spa – Lexington,617-424-9930,https://www.spaindex.com/listings/bella-sante-day-spa-lexington/,https://bellasante.com/
"5933 Main Street Williamsville, New York 14221",https://facebook.com/woodhousebuffalo,,"NEW YORK, New York State",Woodhouse Day Spa – Buffalo,(716) 458-5700,https://www.spaindex.com/listings/woodhouse-day-spa-buffalo/,https://buffalo.woodhousespas.com/
" 1 Ameristar Blvd St Charles, MO 63301",https://facebook.com/Ameristar.Casino.SC,https://twitter.com/AmeristarSC,MISSOURI,Ameristar Casino Resort Spa – St Louis,636-949-7721,https://www.spaindex.com/listings/ameristar-casino-resort-spa/,https://www.ameristarstcharles.com/
"1412 2nd Avenue SW, Minot, ND, 58701",https://facebook.com/lor.spa,,NORTH DAKOTA,LOR Spa – Minot,701-837-1300,https://www.spaindex.com/listings/lor-spa-minot/,https://www.lorspa.com/
"190 Linden Street, Linden Square, Wellesley, MA 02482, USA",https://facebook.com/bellasante,https://twitter.com/BellaSante,MASSACHUSETTS,Bella Sante Day Spa – Wellesley,617-424-9930,https://www.spaindex.com/listings/bella-sante-day-spa-wellesley/,https://bellasante.com/
"711 Wein St, Hermann, MO 65041",https://facebook.com/HermannHillInn,,MISSOURI,Hermann Hill Inn – Missouri Wine Country,(573) 486-445,https://www.spaindex.com/listings/hermann-hill-inn/,https://spaindex.link/HermannHill
"7125 South 29th Street, Suite B  Lincoln, NE 68516",,,NEBRASKA,Revitalift Aesthetic Center – Lincoln,402.435.0151,https://www.spaindex.com/listings/revitalift-aesthetic-center-lincoln/,revitaliftmedspa.com/
"2341 Lime Kiln Ln Louisville, KY 40222",https://facebook.com/calospa,https://twitter.com/calospa,KENTUCKY,CaloSpa Rejuvenation Center – Louisville,(502) 814-3000 ,https://www.spaindex.com/listings/calospa-rejuvenation-center-louisville/,https://spaindex.link/CaloSpas
"824 Euclid Ave #100 Lexington, KY 40502",https://facebook.com/calospa,https://twitter.com/calospa,KENTUCKY,CaloSpa Rejuvenation Center – Lexington,(859) 269-2256,https://www.spaindex.com/listings/calospa-rejuvenation-center-lexington/,https://spaindex.link/CaloSpas
